1.810000000000000000e+02,2.630000000000000000e+02,3.350000000000000000e+02,3.020000000000000000e+02
1.800000000000000000e+02,2.680000000000000000e+02,3.390000000000000000e+02,2.950000000000000000e+02
1.730000000000000000e+02,2.620000000000000000e+02,3.350000000000000000e+02,3.050000000000000000e+02
1.710000000000000000e+02,2.600000000000000000e+02,3.310000000000000000e+02,3.020000000000000000e+02
1.720000000000000000e+02,2.590000000000000000e+02,3.310000000000000000e+02,2.960000000000000000e+02
1.810000000000000000e+02,2.590000000000000000e+02,3.400000000000000000e+02,3.030000000000000000e+02
1.770000000000000000e+02,2.680000000000000000e+02,3.350000000000000000e+02,3.020000000000000000e+02
1.710000000000000000e+02,2.670000000000000000e+02,3.390000000000000000e+02,3.050000000000000000e+02
1.790000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,3.030000000000000000e+02
1.810000000000000000e+02,2.580000000000000000e+02,3.370000000000000000e+02,2.960000000000000000e+02
1.760000000000000000e+02,2.580000000000000000e+02,3.310000000000000000e+02,2.960000000000000000e+02
1.790000000000000000e+02,2.630000000000000000e+02,3.370000000000000000e+02,3.040000000000000000e+02
1.760000000000000000e+02,2.650000000000000000e+02,3.390000000000000000e+02,3.040000000000000000e+02
1.760000000000000000e+02,2.670000000000000000e+02,3.380000000000000000e+02,3.020000000000000000e+02
1.760000000000000000e+02,2.640000000000000000e+02,3.370000000000000000e+02,3.020000000000000000e+02
1.760000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,3.070000000000000000e+02
1.700000000000000000e+02,2.650000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.770000000000000000e+02,2.580000000000000000e+02,3.300000000000000000e+02,3.050000000000000000e+02
1.780000000000000000e+02,2.640000000000000000e+02,3.310000000000000000e+02,3.020000000000000000e+02
1.730000000000000000e+02,2.680000000000000000e+02,3.310000000000000000e+02,3.030000000000000000e+02
1.710000000000000000e+02,2.670000000000000000e+02,3.310000000000000000e+02,3.050000000000000000e+02
1.740000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,2.950000000000000000e+02
1.800000000000000000e+02,2.580000000000000000e+02,3.310000000000000000e+02,2.960000000000000000e+02
1.780000000000000000e+02,2.590000000000000000e+02,3.390000000000000000e+02,3.060000000000000000e+02
1.810000000000000000e+02,2.660000000000000000e+02,3.400000000000000000e+02,3.020000000000000000e+02
1.770000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.070000000000000000e+02
1.810000000000000000e+02,2.580000000000000000e+02,3.310000000000000000e+02,3.060000000000000000e+02
1.810000000000000000e+02,2.590000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.810000000000000000e+02,2.660000000000000000e+02,3.400000000000000000e+02,3.020000000000000000e+02
1.800000000000000000e+02,2.590000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.770000000000000000e+02,2.640000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.780000000000000000e+02,2.610000000000000000e+02,3.400000000000000000e+02,3.020000000000000000e+02
1.700000000000000000e+02,2.580000000000000000e+02,3.400000000000000000e+02,3.010000000000000000e+02
1.810000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,3.040000000000000000e+02
1.770000000000000000e+02,2.590000000000000000e+02,3.310000000000000000e+02,2.950000000000000000e+02
1.750000000000000000e+02,2.650000000000000000e+02,3.350000000000000000e+02,3.020000000000000000e+02
1.800000000000000000e+02,2.630000000000000000e+02,3.380000000000000000e+02,3.010000000000000000e+02
1.700000000000000000e+02,2.580000000000000000e+02,3.360000000000000000e+02,3.070000000000000000e+02
1.720000000000000000e+02,2.680000000000000000e+02,3.370000000000000000e+02,3.030000000000000000e+02
1.780000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.770000000000000000e+02,2.670000000000000000e+02,3.320000000000000000e+02,2.960000000000000000e+02
1.710000000000000000e+02,2.680000000000000000e+02,3.320000000000000000e+02,3.030000000000000000e+02
1.760000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.010000000000000000e+02
1.800000000000000000e+02,2.660000000000000000e+02,3.400000000000000000e+02,3.010000000000000000e+02
1.740000000000000000e+02,2.680000000000000000e+02,3.350000000000000000e+02,3.000000000000000000e+02
1.700000000000000000e+02,2.580000000000000000e+02,3.320000000000000000e+02,2.950000000000000000e+02
1.750000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.070000000000000000e+02
1.710000000000000000e+02,2.670000000000000000e+02,3.400000000000000000e+02,2.950000000000000000e+02
1.760000000000000000e+02,2.640000000000000000e+02,3.310000000000000000e+02,3.050000000000000000e+02
1.760000000000000000e+02,2.680000000000000000e+02,3.360000000000000000e+02,3.030000000000000000e+02
1.750000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,3.040000000000000000e+02
1.810000000000000000e+02,2.680000000000000000e+02,3.310000000000000000e+02,2.950000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,3.070000000000000000e+02
1.770000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,2.950000000000000000e+02
1.810000000000000000e+02,2.680000000000000000e+02,3.390000000000000000e+02,3.060000000000000000e+02
1.810000000000000000e+02,2.580000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.760000000000000000e+02,2.580000000000000000e+02,3.400000000000000000e+02,3.070000000000000000e+02
1.790000000000000000e+02,2.570000000000000000e+02,3.390000000000000000e+02,3.060000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.310000000000000000e+02,3.020000000000000000e+02
1.810000000000000000e+02,2.670000000000000000e+02,3.400000000000000000e+02,2.950000000000000000e+02
1.810000000000000000e+02,2.580000000000000000e+02,3.400000000000000000e+02,3.010000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,2.990000000000000000e+02
1.760000000000000000e+02,2.680000000000000000e+02,3.360000000000000000e+02,2.970000000000000000e+02
1.720000000000000000e+02,2.680000000000000000e+02,3.310000000000000000e+02,3.070000000000000000e+02
1.700000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,3.050000000000000000e+02
1.730000000000000000e+02,2.650000000000000000e+02,3.370000000000000000e+02,2.950000000000000000e+02
1.770000000000000000e+02,2.650000000000000000e+02,3.310000000000000000e+02,2.960000000000000000e+02
1.730000000000000000e+02,2.630000000000000000e+02,3.350000000000000000e+02,3.020000000000000000e+02
1.700000000000000000e+02,2.660000000000000000e+02,3.310000000000000000e+02,2.960000000000000000e+02
1.700000000000000000e+02,2.600000000000000000e+02,3.350000000000000000e+02,2.960000000000000000e+02
1.790000000000000000e+02,2.680000000000000000e+02,3.320000000000000000e+02,2.970000000000000000e+02
1.710000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.780000000000000000e+02,2.570000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.320000000000000000e+02,3.020000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.390000000000000000e+02,3.040000000000000000e+02
1.700000000000000000e+02,2.670000000000000000e+02,3.310000000000000000e+02,3.060000000000000000e+02
1.800000000000000000e+02,2.610000000000000000e+02,3.320000000000000000e+02,3.060000000000000000e+02
1.700000000000000000e+02,2.570000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.770000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.010000000000000000e+02
1.790000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.060000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.800000000000000000e+02,2.650000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.750000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.030000000000000000e+02
1.720000000000000000e+02,2.680000000000000000e+02,3.370000000000000000e+02,3.060000000000000000e+02
1.710000000000000000e+02,2.660000000000000000e+02,3.350000000000000000e+02,3.060000000000000000e+02
1.710000000000000000e+02,2.670000000000000000e+02,3.400000000000000000e+02,3.030000000000000000e+02
1.750000000000000000e+02,2.610000000000000000e+02,3.400000000000000000e+02,2.960000000000000000e+02
1.810000000000000000e+02,2.670000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.310000000000000000e+02,2.950000000000000000e+02
1.760000000000000000e+02,2.580000000000000000e+02,3.310000000000000000e+02,3.000000000000000000e+02
1.810000000000000000e+02,2.580000000000000000e+02,3.310000000000000000e+02,3.040000000000000000e+02
1.710000000000000000e+02,2.670000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.740000000000000000e+02,2.670000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.710000000000000000e+02,2.670000000000000000e+02,3.390000000000000000e+02,2.950000000000000000e+02
1.710000000000000000e+02,2.590000000000000000e+02,3.320000000000000000e+02,3.020000000000000000e+02
1.760000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.750000000000000000e+02,2.580000000000000000e+02,3.340000000000000000e+02,3.060000000000000000e+02
1.710000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.730000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,2.970000000000000000e+02
1.700000000000000000e+02,2.670000000000000000e+02,3.320000000000000000e+02,3.020000000000000000e+02
1.810000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.010000000000000000e+02
1.750000000000000000e+02,2.650000000000000000e+02,3.380000000000000000e+02,3.030000000000000000e+02
1.810000000000000000e+02,2.580000000000000000e+02,3.390000000000000000e+02,3.060000000000000000e+02
1.790000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.720000000000000000e+02,2.680000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.770000000000000000e+02,2.580000000000000000e+02,3.390000000000000000e+02,3.020000000000000000e+02
1.780000000000000000e+02,2.630000000000000000e+02,3.320000000000000000e+02,3.020000000000000000e+02
1.770000000000000000e+02,2.590000000000000000e+02,3.390000000000000000e+02,3.030000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.390000000000000000e+02,2.960000000000000000e+02
1.780000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.000000000000000000e+02
1.700000000000000000e+02,2.580000000000000000e+02,3.350000000000000000e+02,3.050000000000000000e+02
1.800000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.700000000000000000e+02,2.580000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.760000000000000000e+02,2.620000000000000000e+02,3.390000000000000000e+02,3.060000000000000000e+02
1.780000000000000000e+02,2.640000000000000000e+02,3.310000000000000000e+02,3.010000000000000000e+02
1.760000000000000000e+02,2.620000000000000000e+02,3.370000000000000000e+02,3.060000000000000000e+02
1.800000000000000000e+02,2.680000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.760000000000000000e+02,2.590000000000000000e+02,3.360000000000000000e+02,3.050000000000000000e+02
1.710000000000000000e+02,2.670000000000000000e+02,3.310000000000000000e+02,2.950000000000000000e+02
1.730000000000000000e+02,2.590000000000000000e+02,3.400000000000000000e+02,3.010000000000000000e+02
1.800000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,3.060000000000000000e+02
1.710000000000000000e+02,2.680000000000000000e+02,3.370000000000000000e+02,2.950000000000000000e+02
1.770000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.070000000000000000e+02
1.700000000000000000e+02,2.580000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.770000000000000000e+02,2.610000000000000000e+02,3.370000000000000000e+02,3.020000000000000000e+02
1.760000000000000000e+02,2.680000000000000000e+02,3.390000000000000000e+02,2.950000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,3.030000000000000000e+02
1.700000000000000000e+02,2.650000000000000000e+02,3.310000000000000000e+02,3.030000000000000000e+02
1.700000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.780000000000000000e+02,2.600000000000000000e+02,3.320000000000000000e+02,2.970000000000000000e+02
1.770000000000000000e+02,2.670000000000000000e+02,3.330000000000000000e+02,3.070000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.390000000000000000e+02,3.030000000000000000e+02
1.780000000000000000e+02,2.590000000000000000e+02,3.310000000000000000e+02,3.010000000000000000e+02
1.700000000000000000e+02,2.640000000000000000e+02,3.320000000000000000e+02,3.060000000000000000e+02
1.790000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,2.980000000000000000e+02
1.810000000000000000e+02,2.580000000000000000e+02,3.370000000000000000e+02,2.960000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.390000000000000000e+02,3.010000000000000000e+02
1.760000000000000000e+02,2.680000000000000000e+02,3.360000000000000000e+02,3.060000000000000000e+02
1.810000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.770000000000000000e+02,2.640000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.810000000000000000e+02,2.630000000000000000e+02,3.310000000000000000e+02,3.020000000000000000e+02
1.760000000000000000e+02,2.640000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.750000000000000000e+02,2.590000000000000000e+02,3.350000000000000000e+02,3.040000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,3.020000000000000000e+02
1.770000000000000000e+02,2.680000000000000000e+02,3.390000000000000000e+02,2.980000000000000000e+02
1.770000000000000000e+02,2.680000000000000000e+02,3.360000000000000000e+02,2.950000000000000000e+02
1.750000000000000000e+02,2.630000000000000000e+02,3.320000000000000000e+02,3.030000000000000000e+02
1.700000000000000000e+02,2.570000000000000000e+02,3.330000000000000000e+02,2.960000000000000000e+02
1.810000000000000000e+02,2.580000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.760000000000000000e+02,2.620000000000000000e+02,3.370000000000000000e+02,3.060000000000000000e+02
1.750000000000000000e+02,2.630000000000000000e+02,3.400000000000000000e+02,3.020000000000000000e+02
1.760000000000000000e+02,2.670000000000000000e+02,3.390000000000000000e+02,2.960000000000000000e+02
1.770000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,2.970000000000000000e+02
1.760000000000000000e+02,2.570000000000000000e+02,3.400000000000000000e+02,3.020000000000000000e+02
1.760000000000000000e+02,2.630000000000000000e+02,3.330000000000000000e+02,3.020000000000000000e+02
1.810000000000000000e+02,2.640000000000000000e+02,3.380000000000000000e+02,3.020000000000000000e+02
1.800000000000000000e+02,2.680000000000000000e+02,3.380000000000000000e+02,3.040000000000000000e+02
1.740000000000000000e+02,2.590000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.720000000000000000e+02,2.630000000000000000e+02,3.370000000000000000e+02,3.060000000000000000e+02
1.810000000000000000e+02,2.640000000000000000e+02,3.320000000000000000e+02,3.020000000000000000e+02
1.710000000000000000e+02,2.630000000000000000e+02,3.310000000000000000e+02,2.950000000000000000e+02
1.800000000000000000e+02,2.620000000000000000e+02,3.370000000000000000e+02,3.020000000000000000e+02
1.810000000000000000e+02,2.590000000000000000e+02,3.310000000000000000e+02,2.990000000000000000e+02
1.770000000000000000e+02,2.600000000000000000e+02,3.310000000000000000e+02,3.020000000000000000e+02
1.800000000000000000e+02,2.670000000000000000e+02,3.320000000000000000e+02,2.960000000000000000e+02
1.800000000000000000e+02,2.600000000000000000e+02,3.330000000000000000e+02,3.040000000000000000e+02
1.740000000000000000e+02,2.640000000000000000e+02,3.310000000000000000e+02,2.970000000000000000e+02
1.710000000000000000e+02,2.670000000000000000e+02,3.380000000000000000e+02,3.050000000000000000e+02
1.760000000000000000e+02,2.630000000000000000e+02,3.350000000000000000e+02,3.010000000000000000e+02
1.770000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.770000000000000000e+02,2.630000000000000000e+02,3.340000000000000000e+02,3.050000000000000000e+02
1.740000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.800000000000000000e+02,2.580000000000000000e+02,3.310000000000000000e+02,2.950000000000000000e+02
1.740000000000000000e+02,2.640000000000000000e+02,3.370000000000000000e+02,3.010000000000000000e+02
1.810000000000000000e+02,2.630000000000000000e+02,3.370000000000000000e+02,3.020000000000000000e+02
1.800000000000000000e+02,2.630000000000000000e+02,3.310000000000000000e+02,3.020000000000000000e+02
1.760000000000000000e+02,2.590000000000000000e+02,3.400000000000000000e+02,3.010000000000000000e+02
1.770000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.780000000000000000e+02,2.610000000000000000e+02,3.360000000000000000e+02,2.950000000000000000e+02
1.810000000000000000e+02,2.610000000000000000e+02,3.360000000000000000e+02,3.000000000000000000e+02
1.780000000000000000e+02,2.680000000000000000e+02,3.360000000000000000e+02,3.060000000000000000e+02
1.810000000000000000e+02,2.630000000000000000e+02,3.370000000000000000e+02,3.060000000000000000e+02
1.760000000000000000e+02,2.630000000000000000e+02,3.400000000000000000e+02,3.010000000000000000e+02
1.710000000000000000e+02,2.660000000000000000e+02,3.400000000000000000e+02,3.020000000000000000e+02
1.710000000000000000e+02,2.660000000000000000e+02,3.360000000000000000e+02,3.010000000000000000e+02
1.810000000000000000e+02,2.580000000000000000e+02,3.360000000000000000e+02,3.060000000000000000e+02
1.770000000000000000e+02,2.580000000000000000e+02,3.400000000000000000e+02,3.030000000000000000e+02
1.760000000000000000e+02,2.630000000000000000e+02,3.400000000000000000e+02,3.030000000000000000e+02
1.790000000000000000e+02,2.680000000000000000e+02,3.310000000000000000e+02,3.060000000000000000e+02
1.770000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.070000000000000000e+02
1.700000000000000000e+02,2.660000000000000000e+02,3.370000000000000000e+02,2.970000000000000000e+02
1.710000000000000000e+02,2.640000000000000000e+02,3.310000000000000000e+02,3.060000000000000000e+02
1.720000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,3.020000000000000000e+02
1.790000000000000000e+02,2.620000000000000000e+02,3.380000000000000000e+02,3.020000000000000000e+02
1.760000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,3.070000000000000000e+02
1.720000000000000000e+02,2.670000000000000000e+02,3.390000000000000000e+02,3.060000000000000000e+02
1.760000000000000000e+02,2.590000000000000000e+02,3.350000000000000000e+02,3.020000000000000000e+02
1.770000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,3.050000000000000000e+02
1.770000000000000000e+02,2.670000000000000000e+02,3.310000000000000000e+02,3.050000000000000000e+02
1.700000000000000000e+02,2.670000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.710000000000000000e+02,2.590000000000000000e+02,3.400000000000000000e+02,3.020000000000000000e+02
1.700000000000000000e+02,2.620000000000000000e+02,3.310000000000000000e+02,2.960000000000000000e+02
1.770000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.740000000000000000e+02,2.580000000000000000e+02,3.320000000000000000e+02,3.010000000000000000e+02
1.770000000000000000e+02,2.610000000000000000e+02,3.310000000000000000e+02,3.030000000000000000e+02
1.770000000000000000e+02,2.590000000000000000e+02,3.310000000000000000e+02,3.050000000000000000e+02
1.800000000000000000e+02,2.630000000000000000e+02,3.400000000000000000e+02,3.030000000000000000e+02
1.730000000000000000e+02,2.680000000000000000e+02,3.310000000000000000e+02,2.960000000000000000e+02
1.740000000000000000e+02,2.580000000000000000e+02,3.390000000000000000e+02,2.970000000000000000e+02
1.750000000000000000e+02,2.680000000000000000e+02,3.310000000000000000e+02,3.060000000000000000e+02
1.700000000000000000e+02,2.580000000000000000e+02,3.360000000000000000e+02,3.010000000000000000e+02
1.770000000000000000e+02,2.640000000000000000e+02,3.390000000000000000e+02,3.020000000000000000e+02
1.700000000000000000e+02,2.640000000000000000e+02,3.400000000000000000e+02,2.950000000000000000e+02
1.760000000000000000e+02,2.580000000000000000e+02,3.390000000000000000e+02,3.010000000000000000e+02
1.770000000000000000e+02,2.670000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.710000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.770000000000000000e+02,2.640000000000000000e+02,3.340000000000000000e+02,3.060000000000000000e+02
1.810000000000000000e+02,2.590000000000000000e+02,3.350000000000000000e+02,2.960000000000000000e+02
1.820000000000000000e+02,2.630000000000000000e+02,3.380000000000000000e+02,3.020000000000000000e+02
1.810000000000000000e+02,2.680000000000000000e+02,3.390000000000000000e+02,3.050000000000000000e+02
1.800000000000000000e+02,2.580000000000000000e+02,3.370000000000000000e+02,2.950000000000000000e+02
1.780000000000000000e+02,2.670000000000000000e+02,3.320000000000000000e+02,2.950000000000000000e+02
1.710000000000000000e+02,2.580000000000000000e+02,3.360000000000000000e+02,3.060000000000000000e+02
1.810000000000000000e+02,2.580000000000000000e+02,3.340000000000000000e+02,2.990000000000000000e+02
1.700000000000000000e+02,2.580000000000000000e+02,3.330000000000000000e+02,3.020000000000000000e+02
1.770000000000000000e+02,2.580000000000000000e+02,3.380000000000000000e+02,2.960000000000000000e+02
1.720000000000000000e+02,2.670000000000000000e+02,3.400000000000000000e+02,3.020000000000000000e+02
1.810000000000000000e+02,2.630000000000000000e+02,3.360000000000000000e+02,3.060000000000000000e+02
1.760000000000000000e+02,2.640000000000000000e+02,3.310000000000000000e+02,2.970000000000000000e+02
1.820000000000000000e+02,2.590000000000000000e+02,3.360000000000000000e+02,3.060000000000000000e+02
1.720000000000000000e+02,2.580000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.730000000000000000e+02,2.650000000000000000e+02,3.360000000000000000e+02,3.020000000000000000e+02
1.710000000000000000e+02,2.640000000000000000e+02,3.310000000000000000e+02,3.060000000000000000e+02
1.720000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,2.970000000000000000e+02
1.810000000000000000e+02,2.670000000000000000e+02,3.360000000000000000e+02,3.060000000000000000e+02
1.810000000000000000e+02,2.580000000000000000e+02,3.360000000000000000e+02,3.030000000000000000e+02
1.700000000000000000e+02,2.680000000000000000e+02,3.360000000000000000e+02,2.980000000000000000e+02
1.700000000000000000e+02,2.650000000000000000e+02,3.360000000000000000e+02,2.960000000000000000e+02
1.720000000000000000e+02,2.580000000000000000e+02,3.360000000000000000e+02,3.000000000000000000e+02
1.770000000000000000e+02,2.680000000000000000e+02,3.360000000000000000e+02,3.030000000000000000e+02
1.810000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,3.060000000000000000e+02
1.770000000000000000e+02,2.650000000000000000e+02,3.390000000000000000e+02,3.060000000000000000e+02
1.790000000000000000e+02,2.600000000000000000e+02,3.360000000000000000e+02,3.050000000000000000e+02
1.740000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,2.970000000000000000e+02
1.780000000000000000e+02,2.640000000000000000e+02,3.320000000000000000e+02,3.030000000000000000e+02
1.810000000000000000e+02,2.590000000000000000e+02,3.400000000000000000e+02,3.060000000000000000e+02
1.700000000000000000e+02,2.580000000000000000e+02,3.320000000000000000e+02,3.060000000000000000e+02
1.820000000000000000e+02,2.580000000000000000e+02,3.310000000000000000e+02,3.020000000000000000e+02
1.700000000000000000e+02,2.580000000000000000e+02,3.350000000000000000e+02,3.060000000000000000e+02
1.810000000000000000e+02,2.680000000000000000e+02,3.380000000000000000e+02,3.050000000000000000e+02
1.790000000000000000e+02,2.680000000000000000e+02,3.400000000000000000e+02,2.950000000000000000e+02
1.790000000000000000e+02,2.630000000000000000e+02,3.320000000000000000e+02,3.060000000000000000e+02
1.790000000000000000e+02,2.640000000000000000e+02,3.360000000000000000e+02,2.970000000000000000e+02
1.760000000000000000e+02,2.590000000000000000e+02,3.390000000000000000e+02,2.950000000000000000e+02
1.790000000000000000e+02,2.600000000000000000e+02,3.310000000000000000e+02,3.050000000000000000e+02
1.710000000000000000e+02,2.670000000000000000e+02,3.340000000000000000e+02,2.950000000000000000e+02
